51,Mr-cr51,51,11:30:49 AM,none
52,Mr-cr52,52,11:30:49 AM,none
53,Mr-cr53,53,11:30:49 AM,none
54,Mr-cr54,54,11:30:49 AM,none
55,Mr-cr55,55,11:30:49 AM,none
56,Mr-cr56,56,11:30:49 AM,none
57,Mr-cr57,57,11:30:49 AM,none
58,Mr-cr58,58,11:30:49 AM,none
59,Mr-cr59,59,11:30:49 AM,none
60,Mr-cr60,60,11:30:49 AM,none
61,Mr-cr61,61,11:30:49 AM,none
62,Mr-cr62,62,11:30:49 AM,none
63,Mr-cr63,63,11:30:49 AM,none
64,Mr-cr64,64,11:30:49 AM,none
65,Mr-cr65,65,11:30:49 AM,none
66,Mr-cr66,66,11:30:49 AM,none
67,Mr-cr67,67,11:30:49 AM,none
68,Mr-cr68,68,11:30:49 AM,none
69,Mr-cr69,69,11:30:49 AM,none
70,Mr-cr70,70,11:30:49 AM,none
71,Mr-cr71,71,11:30:49 AM,none
72,Mr-cr72,72,11:30:49 AM,none
73,Mr-cr73,73,11:30:49 AM,none
74,Mr-cr74,74,11:30:49 AM,none
75,Mr-cr75,75,11:30:49 AM,none
76,Mr-cr76,76,11:30:49 AM,none
77,Mr-cr77,77,11:30:49 AM,none
78,Mr-cr78,78,11:30:49 AM,none
79,Mr-cr79,79,11:30:49 AM,none
80,Mr-cr80,80,11:30:49 AM,none
81,Mr-cr81,81,11:30:49 AM,none
82,Mr-cr82,82,11:30:49 AM,none
83,Mr-cr83,83,11:30:49 AM,none
84,Mr-cr84,84,11:30:49 AM,none
85,Mr-cr85,85,11:30:49 AM,none
86,Mr-cr86,86,11:30:49 AM,none
87,Mr-cr87,87,11:30:49 AM,none
88,Mr-cr88,88,11:30:49 AM,none
89,Mr-cr89,89,11:30:49 AM,none
90,Mr-cr90,90,11:30:49 AM,none
91,Mr-cr91,91,11:30:49 AM,none
92,Mr-cr92,92,11:30:49 AM,none
93,Mr-cr93,93,11:30:49 AM,none
94,Mr-cr94,94,11:30:49 AM,none
95,Mr-cr95,95,11:30:49 AM,none
96,Mr-cr96,96,11:30:49 AM,none
97,Mr-cr97,97,11:30:49 AM,none
98,Mr-cr98,98,11:30:49 AM,none
99,Mr-cr99,99,11:30:49 AM,none
100,Mr-cr100,100,11:30:49 AM,none
101,Mr-cr101,101,11:30:49 AM,none
102,Mr-cr102,102,11:30:49 AM,none
103,Mr-cr103,103,11:30:49 AM,none
104,Mr-cr104,104,11:30:49 AM,none
105,Mr-cr105,105,11:30:49 AM,none
106,Mr-cr106,106,11:30:49 AM,none
107,Mr-cr107,107,11:30:49 AM,none
108,Mr-cr108,108,11:30:49 AM,none
109,Mr-cr109,109,11:30:49 AM,none
110,Mr-cr110,110,11:30:49 AM,none
111,Mr-cr111,111,11:30:49 AM,none
112,Mr-cr112,112,11:30:49 AM,none
113,Mr-cr113,113,11:30:49 AM,none
114,Mr-cr114,114,11:30:49 AM,none
115,Mr-cr115,115,11:30:49 AM,none
116,Mr-cr116,116,11:30:49 AM,none
117,Mr-cr117,117,11:30:49 AM,none
118,Mr-cr118,118,11:30:49 AM,none
119,Mr-cr119,119,11:30:49 AM,none
120,Mr-cr120,120,11:30:49 AM,none
121,Mr-cr121,121,11:30:49 AM,none
122,Mr-cr122,122,11:30:49 AM,none
123,Mr-cr123,123,11:30:49 AM,none
124,Mr-cr124,124,11:30:49 AM,none
125,Mr-cr125,125,11:30:49 AM,none
126,Mr-cr126,126,11:30:49 AM,none
127,Mr-cr127,127,11:30:49 AM,none
128,Mr-cr128,128,11:30:49 AM,none
129,Mr-cr129,129,11:30:49 AM,none
130,Mr-cr130,130,11:30:49 AM,none
131,Mr-cr131,131,11:30:49 AM,none
132,Mr-cr132,132,11:30:49 AM,none
133,Mr-cr133,133,11:30:49 AM,none
134,Mr-cr134,134,11:30:49 AM,none
135,Mr-cr135,135,11:30:49 AM,none
136,Mr-cr136,136,11:30:49 AM,none
137,Mr-cr137,137,11:30:49 AM,none
138,Mr-cr138,138,11:30:49 AM,none
139,Mr-cr139,139,11:30:49 AM,none
140,Mr-cr140,140,11:30:49 AM,none
141,Mr-cr141,141,11:30:49 AM,none
142,Mr-cr142,142,11:30:49 AM,none
143,Mr-cr143,143,11:30:49 AM,none
144,Mr-cr144,144,11:30:49 AM,none
145,Mr-cr145,145,11:30:49 AM,none
146,Mr-cr146,146,11:30:49 AM,none
147,Mr-cr147,147,11:30:49 AM,none
148,Mr-cr148,148,11:30:49 AM,none
149,Mr-cr149,149,11:30:49 AM,none
150,Mr-cr150,150,11:30:49 AM,none
151,Mr-cr151,151,11:30:49 AM,none
152,Mr-cr152,152,11:30:49 AM,none
153,Mr-cr153,153,11:30:49 AM,none
154,Mr-cr154,154,11:30:49 AM,none
155,Mr-cr155,155,11:30:49 AM,none
156,Mr-cr156,156,11:30:49 AM,none
157,Mr-cr157,157,11:30:49 AM,none
158,Mr-cr158,158,11:30:49 AM,none
159,Mr-cr159,159,11:30:49 AM,none
160,Mr-cr160,160,11:30:49 AM,none
161,Mr-cr161,161,11:30:49 AM,none
162,Mr-cr162,162,11:30:49 AM,none
163,Mr-cr163,163,11:30:49 AM,none
164,Mr-cr164,164,11:30:49 AM,none
165,Mr-cr165,165,11:30:49 AM,none
166,Mr-cr166,166,11:30:49 AM,none
167,Mr-cr167,167,11:30:49 AM,none
168,Mr-cr168,168,11:30:49 AM,none
169,Mr-cr169,169,11:30:49 AM,none
170,Mr-cr170,170,11:30:49 AM,none
171,Mr-cr171,171,11:30:49 AM,none
172,Mr-cr172,172,11:30:49 AM,none
173,Mr-cr173,173,11:30:49 AM,none
174,Mr-cr174,174,11:30:49 AM,none
175,Mr-cr175,175,11:30:49 AM,none
176,Mr-cr176,176,11:30:49 AM,none
177,Mr-cr177,177,11:30:49 AM,none
178,Mr-cr178,178,11:30:49 AM,none
179,Mr-cr179,179,11:30:49 AM,none
180,Mr-cr180,180,11:30:49 AM,none
181,Mr-cr181,181,11:30:49 AM,none
182,Mr-cr182,182,11:30:49 AM,none
183,Mr-cr183,183,11:30:49 AM,none
184,Mr-cr184,184,11:30:49 AM,none
185,Mr-cr185,185,11:30:49 AM,none
186,Mr-cr186,186,11:30:49 AM,none
187,Mr-cr187,187,11:30:49 AM,none
188,Mr-cr188,188,11:30:49 AM,none
189,Mr-cr189,189,11:30:49 AM,none
190,Mr-cr190,190,11:30:49 AM,none
191,Mr-cr191,191,11:30:49 AM,none
192,Mr-cr192,192,11:30:49 AM,none
193,Mr-cr193,193,11:30:49 AM,none
194,Mr-cr194,194,11:30:49 AM,none
195,Mr-cr195,195,11:30:49 AM,none
196,Mr-cr196,196,11:30:49 AM,none
197,Mr-cr197,197,11:30:49 AM,none
198,Mr-cr198,198,11:30:49 AM,none
199,Mr-cr199,199,11:30:49 AM,none
200,Mr-cr200,200,11:30:49 AM,none
201,Mr-cr201,201,11:30:49 AM,none
202,Mr-cr202,202,11:30:49 AM,none
203,Mr-cr203,203,11:30:49 AM,none
204,Mr-cr204,204,11:30:49 AM,none
205,Mr-cr205,205,11:30:49 AM,none
206,Mr-cr206,206,11:30:49 AM,none
207,Mr-cr207,207,11:30:49 AM,none
208,Mr-cr208,208,11:30:49 AM,none
209,Mr-cr209,209,11:30:49 AM,none
210,Mr-cr210,210,11:30:49 AM,none
211,Mr-cr211,211,11:30:49 AM,none
212,Mr-cr212,212,11:30:49 AM,none
213,Mr-cr213,213,11:30:49 AM,none
214,Mr-cr214,214,11:30:49 AM,none
215,Mr-cr215,215,11:30:49 AM,none
216,Mr-cr216,216,11:30:49 AM,none
217,Mr-cr217,217,11:30:49 AM,none
218,Mr-cr218,218,11:30:49 AM,none
219,Mr-cr219,219,11:30:49 AM,none
220,Mr-cr220,220,11:30:49 AM,none
221,Mr-cr221,221,11:30:49 AM,none
222,Mr-cr222,222,11:30:49 AM,none
223,Mr-cr223,223,11:30:49 AM,none
224,Mr-cr224,224,11:30:49 AM,none
225,Mr-cr225,225,11:30:49 AM,none
226,Mr-cr226,226,11:30:49 AM,none
227,Mr-cr227,227,11:30:49 AM,none
228,Mr-cr228,228,11:30:49 AM,none
229,Mr-cr229,229,11:30:49 AM,none
230,Mr-cr230,230,11:30:49 AM,none
231,Mr-cr231,231,11:30:49 AM,none
232,Mr-cr232,232,11:30:49 AM,none
233,Mr-cr233,233,11:30:49 AM,none
234,Mr-cr234,234,11:30:49 AM,none
235,Mr-cr235,235,11:30:49 AM,none
236,Mr-cr236,236,11:30:49 AM,none
237,Mr-cr237,237,11:30:49 AM,none
238,Mr-cr238,238,11:30:49 AM,none
239,Mr-cr239,239,11:30:49 AM,none
240,Mr-cr240,240,11:30:49 AM,none
241,Mr-cr241,241,11:30:49 AM,none
242,Mr-cr242,242,11:30:49 AM,none
243,Mr-cr243,243,11:30:49 AM,none
244,Mr-cr244,244,11:30:49 AM,none
245,Mr-cr245,245,11:30:49 AM,none
246,Mr-cr246,246,11:30:49 AM,none
247,Mr-cr247,247,11:30:49 AM,none
248,Mr-cr248,248,11:30:49 AM,none
249,Mr-cr249,249,11:30:49 AM,none
250,Mr-cr250,250,11:30:49 AM,none
251,Mr-cr251,251,11:30:49 AM,none
252,Mr-cr252,252,11:30:49 AM,none
253,Mr-cr253,253,11:30:49 AM,none
254,Mr-cr254,254,11:30:49 AM,none
255,Mr-cr255,255,11:30:49 AM,none
256,Mr-cr256,256,11:30:49 AM,none
257,Mr-cr257,257,11:30:49 AM,none
258,Mr-cr258,258,11:30:49 AM,none
259,Mr-cr259,259,11:30:49 AM,none
260,Mr-cr260,260,11:30:49 AM,none
261,Mr-cr261,261,11:30:49 AM,none
262,Mr-cr262,262,11:30:49 AM,none
263,Mr-cr263,263,11:30:49 AM,none
264,Mr-cr264,264,11:30:49 AM,none
265,Mr-cr265,265,11:30:49 AM,none
266,Mr-cr266,266,11:30:49 AM,none
267,Mr-cr267,267,11:30:49 AM,none
268,Mr-cr268,268,11:30:49 AM,none
269,Mr-cr269,269,11:30:49 AM,none
270,Mr-cr270,270,11:30:49 AM,none
271,Mr-cr271,271,11:30:49 AM,none
272,Mr-cr272,272,11:30:49 AM,none
273,Mr-cr273,273,11:30:49 AM,none
274,Mr-cr274,274,11:30:49 AM,none
275,Mr-cr275,275,11:30:49 AM,none
276,Mr-cr276,276,11:30:49 AM,none
277,Mr-cr277,277,11:30:49 AM,none
278,Mr-cr278,278,11:30:49 AM,none
279,Mr-cr279,279,11:30:49 AM,none
280,Mr-cr280,280,11:30:49 AM,none
281,Mr-cr281,281,11:30:49 AM,none
282,Mr-cr282,282,11:30:49 AM,none
283,Mr-cr283,283,11:30:49 AM,none
284,Mr-cr284,284,11:30:49 AM,none
285,Mr-cr285,285,11:30:49 AM,none
286,Mr-cr286,286,11:30:49 AM,none
287,Mr-cr287,287,11:30:49 AM,none
288,Mr-cr288,288,11:30:49 AM,none
289,Mr-cr289,289,11:30:49 AM,none
290,Mr-cr290,290,11:30:49 AM,none
291,Mr-cr291,291,11:30:49 AM,none
292,Mr-cr292,292,11:30:49 AM,none
293,Mr-cr293,293,11:30:49 AM,none
294,Mr-cr294,294,11:30:49 AM,none
295,Mr-cr295,295,11:30:49 AM,none
296,Mr-cr296,296,11:30:49 AM,none
297,Mr-cr297,297,11:30:49 AM,none
298,Mr-cr298,298,11:30:49 AM,none
299,Mr-cr299,299,11:30:49 AM,none
300,Mr-cr300,300,11:30:49 AM,none
301,Mr-cr301,301,11:30:49 AM,none
302,Mr-cr302,302,11:30:49 AM,none
303,Mr-cr303,303,11:30:49 AM,none
304,Mr-cr304,304,11:30:49 AM,none
305,Mr-cr305,305,11:30:49 AM,none
306,Mr-cr306,306,11:30:49 AM,none
307,Mr-cr307,307,11:30:49 AM,none
308,Mr-cr308,308,11:30:49 AM,none
309,Mr-cr309,309,11:30:49 AM,none
310,Mr-cr310,310,11:30:49 AM,none
311,Mr-cr311,311,11:30:49 AM,none
312,Mr-cr312,312,11:30:49 AM,none
313,Mr-cr313,313,11:30:49 AM,none
314,Mr-cr314,314,11:30:49 AM,none
315,Mr-cr315,315,11:30:49 AM,none
316,Mr-cr316,316,11:30:49 AM,none
317,Mr-cr317,317,11:30:49 AM,none
318,Mr-cr318,318,11:30:49 AM,none
319,Mr-cr319,319,11:30:49 AM,none
320,Mr-cr320,320,11:30:49 AM,none
321,Mr-cr321,321,11:30:49 AM,none
322,Mr-cr322,322,11:30:49 AM,none
323,Mr-cr323,323,11:30:49 AM,none
324,Mr-cr324,324,11:30:49 AM,none
325,Mr-cr325,325,11:30:49 AM,none
326,Mr-cr326,326,11:30:49 AM,none
327,Mr-cr327,327,11:30:49 AM,none
328,Mr-cr328,328,11:30:49 AM,none
329,Mr-cr329,329,11:30:49 AM,none
330,Mr-cr330,330,11:30:49 AM,none
331,Mr-cr331,331,11:30:49 AM,none
332,Mr-cr332,332,11:30:49 AM,none
333,Mr-cr333,333,11:30:49 AM,none
334,Mr-cr334,334,11:30:49 AM,none
335,Mr-cr335,335,11:30:49 AM,none
336,Mr-cr336,336,11:30:49 AM,none
337,Mr-cr337,337,11:30:49 AM,none
338,Mr-cr338,338,11:30:49 AM,none
339,Mr-cr339,339,11:30:49 AM,none
340,Mr-cr340,340,11:30:49 AM,none
341,Mr-cr341,341,11:30:49 AM,none
342,Mr-cr342,342,11:30:49 AM,none
343,Mr-cr343,343,11:30:49 AM,none
344,Mr-cr344,344,11:30:49 AM,none
345,Mr-cr345,345,11:30:49 AM,none
346,Mr-cr346,346,11:30:49 AM,none
347,Mr-cr347,347,11:30:49 AM,none
348,Mr-cr348,348,11:30:49 AM,none
349,Mr-cr349,349,11:30:49 AM,none
350,Mr-cr350,350,11:30:49 AM,none
351,Mr-cr351,351,11:30:49 AM,none
352,Mr-cr352,352,11:30:49 AM,none
353,Mr-cr353,353,11:30:49 AM,none
354,Mr-cr354,354,11:30:49 AM,none
355,Mr-cr355,355,11:30:49 AM,none
356,Mr-cr356,356,11:30:49 AM,none
357,Mr-cr357,357,11:30:49 AM,none
358,Mr-cr358,358,11:30:49 AM,none
359,Mr-cr359,359,11:30:49 AM,none
360,Mr-cr360,360,11:30:49 AM,none
361,Mr-cr361,361,11:30:49 AM,none
362,Mr-cr362,362,11:30:49 AM,none
363,Mr-cr363,363,11:30:49 AM,none
364,Mr-cr364,364,11:30:49 AM,none
365,Mr-cr365,365,11:30:49 AM,none
366,Mr-cr366,366,11:30:49 AM,none
367,Mr-cr367,367,11:30:49 AM,none
368,Mr-cr368,368,11:30:49 AM,none
369,Mr-cr369,369,11:30:49 AM,none
370,Mr-cr370,370,11:30:49 AM,none
371,Mr-cr371,371,11:30:49 AM,none
372,Mr-cr372,372,11:30:49 AM,none
373,Mr-cr373,373,11:30:49 AM,none
374,Mr-cr374,374,11:30:49 AM,none
375,Mr-cr375,375,11:30:49 AM,none
376,Mr-cr376,376,11:30:49 AM,none
377,Mr-cr377,377,11:30:49 AM,none
378,Mr-cr378,378,11:30:49 AM,none
379,Mr-cr379,379,11:30:49 AM,none
380,Mr-cr380,380,11:30:49 AM,none
381,Mr-cr381,381,11:30:49 AM,none
382,Mr-cr382,382,11:30:49 AM,none
383,Mr-cr383,383,11:30:49 AM,none
384,Mr-cr384,384,11:30:49 AM,none
385,Mr-cr385,385,11:30:49 AM,none
386,Mr-cr386,386,11:30:49 AM,none
387,Mr-cr387,387,11:30:49 AM,none
388,Mr-cr388,388,11:30:49 AM,none
389,Mr-cr389,389,11:30:49 AM,none
390,Mr-cr390,390,11:30:49 AM,none
391,Mr-cr391,391,11:30:49 AM,none
392,Mr-cr392,392,11:30:49 AM,none
393,Mr-cr393,393,11:30:49 AM,none
394,Mr-cr394,394,11:30:49 AM,none
395,Mr-cr395,395,11:30:49 AM,none
396,Mr-cr396,396,11:30:49 AM,none
397,Mr-cr397,397,11:30:49 AM,none
398,Mr-cr398,398,11:30:49 AM,none
399,Mr-cr399,399,11:30:49 AM,none
400,Mr-cr400,400,11:30:49 AM,none
401,Mr-cr401,401,11:30:49 AM,none
402,Mr-cr402,402,11:30:49 AM,none
403,Mr-cr403,403,11:30:49 AM,none
404,Mr-cr404,404,11:30:49 AM,none
405,Mr-cr405,405,11:30:49 AM,none
406,Mr-cr406,406,11:30:49 AM,none
407,Mr-cr407,407,11:30:49 AM,none
408,Mr-cr408,408,11:30:49 AM,none
409,Mr-cr409,409,11:30:49 AM,none
410,Mr-cr410,410,11:30:49 AM,none
411,Mr-cr411,411,11:30:49 AM,none
412,Mr-cr412,412,11:30:49 AM,none
413,Mr-cr413,413,11:30:49 AM,none
414,Mr-cr414,414,11:30:49 AM,none
415,Mr-cr415,415,11:30:49 AM,none
416,Mr-cr416,416,11:30:49 AM,none
417,Mr-cr417,417,11:30:49 AM,none
418,Mr-cr418,418,11:30:49 AM,none
419,Mr-cr419,419,11:30:49 AM,none
420,Mr-cr420,420,11:30:49 AM,none
421,Mr-cr421,421,11:30:49 AM,none
422,Mr-cr422,422,11:30:49 AM,none
423,Mr-cr423,423,11:30:49 AM,none
424,Mr-cr424,424,11:30:49 AM,none
425,Mr-cr425,425,11:30:49 AM,none
426,Mr-cr426,426,11:30:49 AM,none
427,Mr-cr427,427,11:30:49 AM,none
428,Mr-cr428,428,11:30:49 AM,none
429,Mr-cr429,429,11:30:49 AM,none
430,Mr-cr430,430,11:30:49 AM,none
431,Mr-cr431,431,11:30:49 AM,none
432,Mr-cr432,432,11:30:49 AM,none
433,Mr-cr433,433,11:30:49 AM,none
434,Mr-cr434,434,11:30:49 AM,none
435,Mr-cr435,435,11:30:49 AM,none
436,Mr-cr436,436,11:30:49 AM,none
437,Mr-cr437,437,11:30:49 AM,none
438,Mr-cr438,438,11:30:49 AM,none
439,Mr-cr439,439,11:30:49 AM,none
440,Mr-cr440,440,11:30:49 AM,none
441,Mr-cr441,441,11:30:49 AM,none
442,Mr-cr442,442,11:30:49 AM,none
443,Mr-cr443,443,11:30:49 AM,none
444,Mr-cr444,444,11:30:49 AM,none
445,Mr-cr445,445,11:30:49 AM,none
446,Mr-cr446,446,11:30:49 AM,none
447,Mr-cr447,447,11:30:49 AM,none
448,Mr-cr448,448,11:30:49 AM,none
449,Mr-cr449,449,11:30:49 AM,none
450,Mr-cr450,450,11:30:49 AM,none
451,Mr-cr451,451,11:30:49 AM,none
452,Mr-cr452,452,11:30:49 AM,none
453,Mr-cr453,453,11:30:49 AM,none
454,Mr-cr454,454,11:30:49 AM,none
455,Mr-cr455,455,11:30:49 AM,none
456,Mr-cr456,456,11:30:49 AM,none
457,Mr-cr457,457,11:30:49 AM,none
458,Mr-cr458,458,11:30:49 AM,none
459,Mr-cr459,459,11:30:49 AM,none
460,Mr-cr460,460,11:30:49 AM,none
461,Mr-cr461,461,11:30:49 AM,none
462,Mr-cr462,462,11:30:49 AM,none
463,Mr-cr463,463,11:30:49 AM,none
464,Mr-cr464,464,11:30:49 AM,none
465,Mr-cr465,465,11:30:49 AM,none
466,Mr-cr466,466,11:30:49 AM,none
467,Mr-cr467,467,11:30:49 AM,none
468,Mr-cr468,468,11:30:49 AM,none
469,Mr-cr469,469,11:30:49 AM,none
470,Mr-cr470,470,11:30:49 AM,none
471,Mr-cr471,471,11:30:49 AM,none
472,Mr-cr472,472,11:30:49 AM,none
473,Mr-cr473,473,11:30:49 AM,none
474,Mr-cr474,474,11:30:49 AM,none
475,Mr-cr475,475,11:30:49 AM,none
476,Mr-cr476,476,11:30:49 AM,none
477,Mr-cr477,477,11:30:49 AM,none
478,Mr-cr478,478,11:30:49 AM,none
479,Mr-cr479,479,11:30:49 AM,none
480,Mr-cr480,480,11:30:49 AM,none
481,Mr-cr481,481,11:30:49 AM,none
482,Mr-cr482,482,11:30:49 AM,none
483,Mr-cr483,483,11:30:49 AM,none
484,Mr-cr484,484,11:30:49 AM,none
485,Mr-cr485,485,11:30:49 AM,none
486,Mr-cr486,486,11:30:49 AM,none
487,Mr-cr487,487,11:30:49 AM,none
488,Mr-cr488,488,11:30:49 AM,none
489,Mr-cr489,489,11:30:49 AM,none
490,Mr-cr490,490,11:30:49 AM,none
491,Mr-cr491,491,11:30:49 AM,none
492,Mr-cr492,492,11:30:49 AM,none
493,Mr-cr493,493,11:30:49 AM,none
494,Mr-cr494,494,11:30:49 AM,none
495,Mr-cr495,495,11:30:49 AM,none
496,Mr-cr496,496,11:30:49 AM,none
497,Mr-cr497,497,11:30:49 AM,none
498,Mr-cr498,498,11:30:49 AM,none
499,Mr-cr499,499,11:30:49 AM,none
500,Mr-cr500,500,11:30:49 AM,none
501,Mr-cr501,501,11:30:49 AM,none
502,Mr-cr502,502,11:30:49 AM,none
503,Mr-cr503,503,11:30:49 AM,none
504,Mr-cr504,504,11:30:49 AM,none
505,Mr-cr505,505,11:30:49 AM,none
506,Mr-cr506,506,11:30:49 AM,none
507,Mr-cr507,507,11:30:49 AM,none
508,Mr-cr508,508,11:30:49 AM,none
509,Mr-cr509,509,11:30:49 AM,none
510,Mr-cr510,510,11:30:49 AM,none
511,Mr-cr511,511,11:30:49 AM,none
512,Mr-cr512,512,11:30:49 AM,none
513,Mr-cr513,513,11:30:49 AM,none
514,Mr-cr514,514,11:30:49 AM,none
515,Mr-cr515,515,11:30:49 AM,none
516,Mr-cr516,516,11:30:49 AM,none
517,Mr-cr517,517,11:30:49 AM,none
518,Mr-cr518,518,11:30:49 AM,none
519,Mr-cr519,519,11:30:49 AM,none
520,Mr-cr520,520,11:30:49 AM,none
521,Mr-cr521,521,11:30:49 AM,none
522,Mr-cr522,522,11:30:49 AM,none
523,Mr-cr523,523,11:30:49 AM,none
524,Mr-cr524,524,11:30:49 AM,none
525,Mr-cr525,525,11:30:49 AM,none
526,Mr-cr526,526,11:30:49 AM,none
527,Mr-cr527,527,11:30:49 AM,none
528,Mr-cr528,528,11:30:49 AM,none
529,Mr-cr529,529,11:30:49 AM,none
530,Mr-cr530,530,11:30:49 AM,none
531,Mr-cr531,531,11:30:49 AM,none
532,Mr-cr532,532,11:30:49 AM,none
533,Mr-cr533,533,11:30:49 AM,none
534,Mr-cr534,534,11:30:49 AM,none
535,Mr-cr535,535,11:30:49 AM,none
536,Mr-cr536,536,11:30:49 AM,none
537,Mr-cr537,537,11:30:49 AM,none
538,Mr-cr538,538,11:30:49 AM,none
539,Mr-cr539,539,11:30:49 AM,none
540,Mr-cr540,540,11:30:49 AM,none
541,Mr-cr541,541,11:30:49 AM,none
542,Mr-cr542,542,11:30:49 AM,none
543,Mr-cr543,543,11:30:49 AM,none
544,Mr-cr544,544,11:30:49 AM,none
545,Mr-cr545,545,11:30:49 AM,none
546,Mr-cr546,546,11:30:49 AM,none
547,Mr-cr547,547,11:30:49 AM,none
548,Mr-cr548,548,11:30:49 AM,none
549,Mr-cr549,549,11:30:49 AM,none
550,Mr-cr550,550,11:30:49 AM,none
551,Mr-cr551,551,11:30:49 AM,none
552,Mr-cr552,552,11:30:49 AM,none
553,Mr-cr553,553,11:30:49 AM,none
554,Mr-cr554,554,11:30:49 AM,none
555,Mr-cr555,555,11:30:49 AM,none
556,Mr-cr556,556,11:30:49 AM,none
557,Mr-cr557,557,11:30:49 AM,none
558,Mr-cr558,558,11:30:49 AM,none
559,Mr-cr559,559,11:30:49 AM,none
560,Mr-cr560,560,11:30:49 AM,none
561,Mr-cr561,561,11:30:49 AM,none
562,Mr-cr562,562,11:30:49 AM,none
563,Mr-cr563,563,11:30:49 AM,none
564,Mr-cr564,564,11:30:49 AM,none
565,Mr-cr565,565,11:30:49 AM,none
566,Mr-cr566,566,11:30:49 AM,none
567,Mr-cr567,567,11:30:49 AM,none
568,Mr-cr568,568,11:30:49 AM,none
569,Mr-cr569,569,11:30:49 AM,none
570,Mr-cr570,570,11:30:49 AM,none
571,Mr-cr571,571,11:30:49 AM,none
572,Mr-cr572,572,11:30:49 AM,none
573,Mr-cr573,573,11:30:49 AM,none
574,Mr-cr574,574,11:30:49 AM,none
575,Mr-cr575,575,11:30:49 AM,none
576,Mr-cr576,576,11:30:49 AM,none
577,Mr-cr577,577,11:30:49 AM,none
578,Mr-cr578,578,11:30:49 AM,none
579,Mr-cr579,579,11:30:49 AM,none
580,Mr-cr580,580,11:30:49 AM,none
581,Mr-cr581,581,11:30:49 AM,none
582,Mr-cr582,582,11:30:49 AM,none
583,Mr-cr583,583,11:30:49 AM,none
584,Mr-cr584,584,11:30:49 AM,none
585,Mr-cr585,585,11:30:49 AM,none
586,Mr-cr586,586,11:30:49 AM,none
587,Mr-cr587,587,11:30:49 AM,none
588,Mr-cr588,588,11:30:49 AM,none
589,Mr-cr589,589,11:30:49 AM,none
590,Mr-cr590,590,11:30:49 AM,none
591,Mr-cr591,591,11:30:49 AM,none
592,Mr-cr592,592,11:30:49 AM,none
593,Mr-cr593,593,11:30:49 AM,none
594,Mr-cr594,594,11:30:49 AM,none
595,Mr-cr595,595,11:30:49 AM,none
596,Mr-cr596,596,11:30:49 AM,none
597,Mr-cr597,597,11:30:49 AM,none
598,Mr-cr598,598,11:30:49 AM,none
599,Mr-cr599,599,11:30:49 AM,none
600,Mr-cr600,600,11:30:49 AM,none
601,Mr-cr601,601,11:30:49 AM,none
602,Mr-cr602,602,11:30:49 AM,none
603,Mr-cr603,603,11:30:49 AM,none
604,Mr-cr604,604,11:30:49 AM,none
605,Mr-cr605,605,11:30:49 AM,none
606,Mr-cr606,606,11:30:49 AM,none
607,Mr-cr607,607,11:30:49 AM,none
608,Mr-cr608,608,11:30:49 AM,none
